congressional_district,pwsid,pws_name,primacy_agency_code,population_served_count,service_connections_count,primary_source_code,owner_type_code,active_component_count,active_component_types,violation_count,unresolved_violation_count,health_based_violation_count,corrective_action_count,enforcement_action_count,site_inspection_count,latest_site_inspection_date,latitude,longitude
GA-08,GA1850022,OAK STREET SUBDIVISION,GA,829,307,GW,P,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),20,6,0,0,44,9,2025-01-31,NA,NA
GA-08,GA1850055,GREENBRIAR ESTATES,GA,92,34,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),15,6,4,0,39,8,2025-10-30,NA,NA
GA-08,GA1850060,COUNTRY ESTATES EAST & WEST,GA,359,133,GW,P,5,Distribution System/Zone (1); Well (3); Treatment Plant (1),17,4,0,0,39,7,2024-05-30,NA,NA
GA-08,GA1850061,HIDDEN HILLS SUBDIVISION,GA,397,147,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),18,7,0,0,48,8,2024-12-12,NA,NA
GA-08,GA1850303,TIGER CREEK MHP,GA,84,31,GW,P,5,Well (2); Treatment Plant (1); Distribution System/Zone (1); Storage (1),12,3,2,0,25,7,2026-01-22,NA,NA
GA-08,GA1850313,WIREGRASS MOBILE HOME PARK,GA,97,36,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),20,0,0,0,61,6,2023-12-08,NA,NA
GA-08,GA0190001,ENIGMA,GA,1296,355,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),51,10,1,0,108,6,2023-08-21,NA,NA
GA-08,GA0810050,TRULUCK-TIMBERLAND PLANTATION,GA,81,30,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),33,8,2,0,84,9,2025-08-19,NA,NA
GA-08,GA1550002,OCILLA,GA,3137,1370,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),9,4,2,0,19,6,2024-04-18,NA,NA
GA-08,GA1550006,FOREST ESTATE SUBDIVISION,GA,81,30,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),9,2,2,0,37,7,2026-01-20,NA,NA
GA-08,GA1730012,GRAND BAY RIDGE S/D,GA,149,55,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),3,0,0,0,4,6,2026-02-11,NA,NA
GA-08,GA1730014,"SJ WATER, LLC",GA,764,283,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),13,2,0,0,23,7,2023-07-25,NA,NA
GA-08,GA1730019,BOYETTE FARMS,GA,305,113,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),0,0,0,0,1,4,2026-02-11,NA,NA
GA-08,GA1850001,LAKE PARK,GA,729,328,GW,L,5,Consecutive Connection (2); Distribution System/Zone (1); Treatment Plant (1); Well (1),31,15,0,0,69,7,2023-07-11,30.6845414,-83.18204
GA-08,GA1850012,COFFMAN,GA,71,25,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),6,2,1,0,27,8,2025-05-07,NA,NA
GA-08,GA1850049,DEERWOOD TRAILER ESTATES HOA,GA,84,31,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),15,8,1,0,37,7,2023-10-17,NA,NA
GA-08,GA1850057,BARRETTS MOBILE HOME COURT,GA,65,24,GW,P,2,Distribution System/Zone (1); Well (1),34,11,1,0,90,6,2023-12-08,NA,NA
GA-08,GA1850065,HIDDEN VILLAGE SUBDIVISION,GA,146,56,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),12,5,0,0,39,10,2024-11-15,NA,NA
GA-08,GA1850066,PEBBLE CREEK ESTATES,GA,432,160,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),8,1,0,0,16,8,2025-01-24,NA,NA
GA-08,GA0190000,ALAPAHA,GA,742,317,GW,L,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),28,14,3,0,87,7,2023-08-21,NA,NA
GA-08,GA0270000,BARWICK,GA,626,244,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),33,28,1,0,22,6,2025-05-22,NA,NA
GA-08,GA0270001,MORVEN,GA,680,279,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),14,8,1,0,31,6,2023-12-19,NA,NA
GA-08,GA0270006,SHADY ACRES SUBDIVISION,GA,451,167,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),5,3,0,0,10,4,2021-12-02,NA,NA
GA-08,GA0270029,GREEN MEADOWS #2/QUAIL RUN,GA,367,136,GW,P,6,Distribution System/Zone (1); Well (3); Treatment Plant (2),13,9,0,0,31,7,2023-10-26,NA,NA
GA-08,GA0270036,OAK RIDGE VILLAGE,GA,121,45,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),39,7,0,0,62,7,2023-11-02,NA,NA
GA-08,GA0270039,PEACHTREE ACRES SUBDIVISION PHASE IV,GA,108,40,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),7,1,0,0,11,4,2023-07-11,NA,NA
GA-08,GA0710000,BERLIN,GA,643,251,GW,L,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),15,4,0,0,30,5,2023-06-13,NA,NA
GA-08,GA0710014,INDIAN LAKE SUBDIVISION,GA,367,137,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),20,6,0,0,60,7,2023-08-15,NA,NA
GA-08,GA0710015,SHADY GROVE SUBDIVISION,GA,192,71,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),2,1,0,0,5,6,2026-02-24,NA,NA
GA-08,GA0710016,SPENCETON SUBDIVISION 1,GA,62,23,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),5,3,0,0,10,5,2023-04-26,NA,NA
GA-08,GA0710023,TALLOKAS TRAILS/CIRCLE,GA,443,164,GW,P,6,Distribution System/Zone (1); Treatment Plant (2); Well (3),20,3,0,0,25,5,2023-02-15,NA,NA
GA-08,GA0710024,BEAR CREEK SUBDIVISION,GA,464,186,GW,P,6,Distribution System/Zone (1); Well (3); Treatment Plant (2),5,4,0,0,9,6,2025-02-12,NA,NA
GA-08,GA0710034,GREEN ACRES MOBILE HOME EST,GA,49,18,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),51,30,5,2,141,6,2023-08-15,NA,NA
GA-08,GA0710038,PINEY GROVE SUBDIVISION,GA,81,30,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),96,83,0,0,62,6,2024-11-19,NA,NA
GA-08,GA0710040,RIVERWOOD SUBDIVISION,GA,413,153,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),5,3,0,0,12,5,2022-06-17,NA,NA
GA-08,GA0710041,SANDS MOBILE HOME PARK,GA,105,39,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),88,64,2,2,152,7,2025-10-28,NA,NA
GA-08,GA0710072,TALLOKAS ESTATES,GA,54,20,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),6,4,2,0,10,5,2021-10-19,NA,NA
GA-08,GA0710077,SOUTHLAKE SUBDIVISION,GA,251,93,GW,P,9,Well (4); Treatment Plant (4); Distribution System/Zone (1),11,3,0,0,22,5,2023-04-26,NA,NA
GA-08,GA0710081,PAVO ROAD FARM WS,GA,86,32,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),18,4,0,0,36,7,2024-11-19,NA,NA
GA-08,GA0710082,DEER RUN ESTATES MHP,GA,86,32,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),13,4,0,0,26,6,2023-05-17,NA,NA
GA-08,GA0710083,HOWARD KNIGHT TRAILER PARKS,GA,146,54,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),5,1,0,0,13,8,2023-06-13,31.1767751,-83.8133057
GA-08,GA0710091,HAVEN HILL ESTATES MHP,GA,327,121,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),10,3,0,0,24,9,2023-05-16,NA,NA
GA-08,GA0750001,CECIL,GA,446,171,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),13,3,0,0,32,7,2024-06-05,NA,NA
GA-08,GA0750003,SPARKS,GA,1968,734,GW,L,7,Treatment Plant (3); Well (3); Distribution System/Zone (1),21,3,1,0,48,7,2025-10-08,NA,NA
GA-08,GA0750011,TILLMANS MOBILE HOME PARK,GA,32,12,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),13,1,0,0,41,6,2025-08-13,40.6496474,-74.4470482
GA-08,GA0750044,CIRCLESTONE CC SUBDIVISION,GA,51,19,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),11,0,0,0,21,6,2024-05-02,NA,NA
GA-08,GA1850009,ACADEMY ACRES SUBDIVISION,GA,338,125,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),6,2,0,0,11,5,2021-05-04,NA,NA
GA-08,GA1850027,THE RIVER RV PARK,GA,213,80,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),8,0,0,0,25,8,2025-05-28,30.8475668,-83.335052
GA-08,GA1850050,GSP SCHROER ESTATES,GA,281,126,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),19,1,12,0,50,5,2021-10-12,NA,NA
GA-08,GA1850051,WEST WINDS SUBDIVISION,GA,111,41,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),13,6,0,0,30,6,2023-07-03,NA,NA
GA-08,GA1850054,LOCH-WINN SUBDIVISION,GA,337,125,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),9,1,0,0,21,7,2025-03-18,NA,NA
GA-08,GA1850064,REMERTON,GA,1928,805,GWP,L,4,Consecutive Connection (2); Well (1); Distribution System/Zone (1),35,4,23,0,82,8,2025-12-04,30.8442982,-83.310176
GA-08,GA1850069,ASHURST SUBDIVISION,GA,386,143,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),18,4,0,0,50,6,2023-05-02,NA,NA
GA-08,GA1850081,COPELAND HEIGHTS SUBDIVISION,GA,284,105,GW,P,5,Distribution System/Zone (1); Storage (1); Well (2); Treatment Plant (1),18,5,0,0,38,6,2024-05-02,NA,NA
GA-08,GA1850127,UNION CREEK HEIGHTS S/D,GA,119,44,GW,P,5,Treatment Plant (1); Well (2); Distribution System/Zone (1); Storage (1),15,8,0,0,35,7,2024-06-12,NA,NA
GA-08,GA1850284,MULLIGAN ROAD WATER SUPPLY,GA,905,335,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),16,4,2,0,29,6,2024-05-02,NA,NA
GA-08,GA1850285,SPRING HILL SUBDIVISION,GA,535,198,GW,P,7,Distribution System/Zone (1); Well (4); Treatment Plant (2),15,3,0,0,25,6,2023-01-17,NA,NA
GA-08,GA1850288,BETHANY HILLS WATER SYSTEM,GA,130,48,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),11,5,0,0,24,5,2024-06-12,NA,NA
GA-08,GA1850293,HAMPTON MEADOWS,GA,219,81,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),17,6,0,0,42,9,2024-12-12,NA,NA
GA-08,GA1850299,SUMMIT CHASE SUBDIVISION,GA,167,62,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),11,1,0,0,23,6,2024-05-02,NA,NA
GA-08,GA1850301,FARMBROOK SUBDIVISION,GA,216,80,GW,P,4,Well (1); Treatment Plant (1); Storage (1); Distribution System/Zone (1),5,3,1,0,13,4,2022-01-11,NA,NA
GA-08,GA1850310,CAINS RV AND MHP,GA,221,82,GW,P,5,Well (2); Treatment Plant (1); Distribution System/Zone (1); Storage (1),15,5,0,0,30,6,2025-02-13,NA,NA
GA-08,GA1850320,QUARTERMAN CROSSING SUBDIVISION,GA,230,85,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),1,0,0,0,4,6,2023-10-17,NA,NA
GA-08,GA1850322,LOWNDES CO.-CREEKSIDE WEST S/D,GA,667,247,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),6,1,0,0,7,5,2022-11-01,30.8334881,-83.2792771
GA-08,GA1850331,NOTTINGHILL SUBDIVISION,GA,62,23,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),3,0,3,0,9,2,2021-02-17,NA,NA
GA-08,GA2770003,TY TY,GA,929,350,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),1,1,0,0,2,5,2022-06-08,NA,NA
GA-08,GA2770032,BAR W MOBILE HOME PARK,GA,54,20,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),30,7,0,0,65,6,2024-05-01,31.457778,-83.5249599
GA-08,GA3210002,SUMNER,GA,662,248,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),24,13,3,0,54,8,2024-03-20,31.5104259,-83.7347308
GA-08,GA0710002,ELLENTON,GA,359,147,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),2,0,0,0,2,4,2021-10-19,NA,NA
GA-08,GA0750002,LENOX,GA,1083,457,GW,L,9,Distribution System/Zone (1); Treatment Plant (4); Well (4),77,72,2,0,36,8,2024-11-19,NA,NA
GA-08,GA0750047,CHASERVILLE MOBILE HOME PARK,GA,103,38,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),3,0,0,0,4,5,2023-04-11,NA,NA
GA-08,GA0810000,ARABI,GA,480,207,GW,L,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),5,3,0,0,13,6,2024-05-21,NA,NA
GA-08,GA0810006,RICONNUCK KNOLL SUBDIVISION,GA,170,63,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),29,10,2,0,84,7,2025-05-20,NA,NA
GA-08,GA0810007,CEDAR LAKE ESTATES,GA,84,31,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),33,4,1,1,88,11,2025-03-21,NA,NA
GA-08,GA0810021,COMMUNITY WATER SYSTEM,GA,151,56,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),18,8,1,0,44,6,2024-02-15,NA,NA
GA-08,GA1530005,HOUSTON COUNTY-HENDERSON,GA,1253,464,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),3,0,0,0,8,8,2025-05-09,32.5963855,-83.6639669
GA-08,GA1550000,"IRWINVILLE WATER WORKS, INC.",GA,149,63,GW,P,6,Distribution System/Zone (1); Well (4); Treatment Plant (1),13,1,0,0,32,6,2025-04-17,NA,NA
GA-08,GA1550001,MYSTIC,GA,270,104,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),12,7,0,0,26,9,2025-07-24,31.5942801,-83.2490834
GA-08,GA2350000,HARTFORD WATER AUTHORITY,GA,446,180,GW,L,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),16,14,3,0,36,7,2023-11-06,NA,NA
GA-08,GA2770000,OMEGA,GA,1436,560,GW,L,7,Distribution System/Zone (1); Treatment Plant (3); Well (3),2,0,0,0,9,5,2023-08-15,NA,NA
GA-08,GA2770132,RIVERBEND ESTATES,GA,221,82,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),13,5,0,0,26,7,2023-09-20,NA,NA
GA-08,GA2770137,PEBBLE HILL ESTATES S/D,GA,365,135,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),6,0,0,0,16,6,2024-09-25,NA,NA
GA-08,GA2870002,SYCAMORE,GA,729,300,GW,L,6,Distribution System/Zone (1); Consecutive Connection (1); Treatment Plant (2); Well (2),11,3,0,0,23,5,2025-10-29,31.6719922,-83.6327127
GA-08,GA2870003,JIM-N-I,GA,204,64,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),13,5,0,0,27,5,2024-04-24,NA,NA
GA-08,GA3150000,ABBEVILLE,GA,3042,476,GW,L,7,Distribution System/Zone (1); Well (3); Treatment Plant (3),22,8,2,0,57,6,2025-06-12,31.9904177,-83.3079517
GA-08,GA3150003,ROCHELLE,GA,1553,600,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),23,10,1,0,52,7,2025-11-04,NA,NA
GA-08,GA3210001,POULAN,GA,1072,409,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),14,6,2,0,49,6,2026-03-18,NA,NA
GA-08,GA3210012,WORTHY MANOR SUBDIVISION,GA,400,148,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),11,7,0,0,19,9,2024-02-07,NA,NA
GA-08,GA3210043,WOODCREST SUBDIVISION,GA,176,66,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),13,7,1,0,21,7,2023-03-22,NA,NA
GA-08,GA3210044,REDROCK ESTATES,GA,140,52,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),10,5,1,0,28,4,2023-03-22,NA,NA
GA-08,GA1550012,WILLOW CREEK MOBILE HOME COMMUNITY,GA,51,19,GW,P,4,Distribution System/Zone (1); Storage (1); Treatment Plant (1); Well (1),8,0,0,0,20,6,2023-11-07,NA,NA
GA-08,GA0190003,RAY CITY,GA,1345,504,GW,L,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),37,7,1,0,37,7,2024-12-04,NA,NA
GA-08,GA1010000,ECHOLS COUNTY,GA,972,364,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),46,5,25,0,89,7,2025-12-19,NA,NA
GA-08,GA1010001,LITTLE RIVER ESTATES MHP,GA,54,20,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),34,2,10,0,57,9,2025-05-28,33.7023502,-84.7260668
GA-08,GA1730000,LAKELAND,GA,2718,1071,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),14,4,4,0,30,7,2026-02-27,31.0279788,-83.071839
GA-08,GA1730015,BANKS LAKE POINTE SUBDIVISION,GA,205,76,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),3,1,0,0,4,4,2025-05-13,NA,NA
GA-08,GA1730016,MILL POND PLANTATION,GA,302,112,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),16,2,0,0,17,6,2023-10-17,NA,NA
GA-08,GA1730018,PALMETTO PINES PLANTATION,GA,73,27,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),5,0,0,0,6,4,2026-02-11,NA,NA
GA-08,GA1850024,PINE BREEZE TRAILER PARK,GA,41,15,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),26,24,3,0,62,7,2025-06-04,30.8695942,-83.2902856
GA-08,GA1850032,TELFAIR ACRES SUBDIVISION,GA,410,152,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),12,4,0,0,42,5,2024-08-07,NA,NA
GA-08,GA1850053,RAINTREE VILLAGE,GA,41,15,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),61,49,0,0,46,6,2023-04-11,NA,NA
GA-08,GA1850068,INDIAN LAKE HEIGHTS S/D,GA,194,72,GW,P,5,Storage (1); Distribution System/Zone (1); Well (2); Treatment Plant (1),12,6,0,0,26,5,2023-07-03,NA,NA
GA-08,GA1850070,NORTH RIDGE WATER & LIGHT CO.,GA,354,131,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),28,5,17,0,69,7,2023-05-02,NA,NA
GA-08,GA1850076,HILLSIDE SUBDIVISION,GA,229,88,GW,P,5,Well (2); Treatment Plant (1); Storage (1); Distribution System/Zone (1),11,2,3,0,33,6,2024-01-24,NA,NA
GA-08,GA1850078,BEVEL CREEK SUBDIVISION,GA,140,52,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),8,1,0,0,15,6,2024-01-24,NA,NA
GA-08,GA1850100,DOGWOOD VILLAS,GA,54,20,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),86,40,1,0,145,9,2023-08-15,NA,NA
GA-08,GA1850268,POINT NORTH SUBDIVISION,GA,113,42,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),15,8,0,0,39,5,2023-02-07,NA,NA
GA-08,GA1850273,BEAR BRANCH MOBILE HOME PARK,GA,38,14,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),10,4,0,0,17,5,2021-02-17,30.6869283,-83.1962562
GA-08,GA1850274,LOWNDES CO.-ALAPAHA PLANTATION S/D,GA,362,134,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),115,58,103,0,201,6,2024-09-18,30.8334881,-83.2792771
GA-08,GA1850278,SUMMERFIELD SUBDIVISION,GA,645,242,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),15,3,0,0,31,8,2022-05-03,NA,NA
GA-08,GA1850295,TROTTER`S RIDGE SUBDIVISION,GA,491,182,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),11,1,0,0,20,4,2021-08-10,NA,NA
GA-08,GA1850296,WHIPPOORWILL SUBDIVISION,GA,127,47,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),24,12,13,0,52,7,2023-05-02,NA,NA
GA-08,GA1850298,CROSS CREEK SUBDIVISION,GA,219,81,GW,P,4,Well (1); Treatment Plant (1); Distribution System/Zone (1); Storage (1),6,2,0,0,20,6,2024-04-10,NA,NA
GA-08,GA1850314,STEEDLEY MOBILE HOME PARK,GA,73,27,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),9,0,0,0,27,6,2023-11-07,30.6911168,-83.1819445
GA-08,GA1850317,KINGSGATE SUBDIVISION,GA,140,52,GW,P,6,Distribution System/Zone (1); Treatment Plant (2); Well (3),1,0,0,0,4,6,2024-09-23,NA,NA
GA-08,GA1850323,LAUREN ESTATES SUBDIVISION,GA,184,68,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),4,1,1,0,15,6,2026-01-22,NA,NA
GA-08,GA1850324,COTTONWOOD SUBDIVISION,GA,311,115,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),4,1,0,0,7,5,2025-01-16,NA,NA
GA-08,GA0030001,WILLACOOCHEE WATER SYSTEM,GA,1723,650,GW,L,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),26,17,12,0,61,9,2025-11-20,31.3405284,-83.0474595
GA-08,GA0690000,AMBROSE,GA,332,126,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),64,35,0,0,96,8,2024-12-02,NA,NA
GA-08,GA0690070,FOREST HILLS SUBDIVISION,GA,42,16,GW,P,2,Distribution System/Zone (1); Well (1),23,14,0,0,50,5,2023-11-06,NA,NA
GA-08,GA0910000,CHAUNCEY,GA,305,120,GW,L,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),30,15,1,0,69,5,2026-02-18,NA,NA
GA-08,GA2710001,JACKSONVILLE,GA,219,83,GW,L,6,Treatment Plant (3); Well (2); Distribution System/Zone (1),26,11,3,0,70,8,2025-02-06,NA,NA
GA-08,GA2710004,MILAN,GA,791,305,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),12,4,0,0,35,5,2024-06-04,NA,NA
GA-08,GA0230003,MIDDLE GEORGIA STATE UNIVERSITY,GA,1500,30,GW,S,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),11,1,1,0,26,10,2024-01-31,NA,NA
GA-08,GA2990000,MANOR WATER ASSOCIATION,GA,611,235,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),31,4,1,0,49,7,2023-02-03,NA,NA
GA-08,GA2710005,SCOTLAND,GA,270,104,GW,L,6,Distribution System/Zone (1); Storage (1); Well (2); Treatment Plant (2),49,16,17,0,95,7,2026-03-26,NA,NA
GA-08,GA1610000,DENTON,GA,253,107,GW,L,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),62,44,3,0,99,7,2023-12-21,NA,NA
GA-08,GA3190004,MCINTYRE,GA,826,327,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),6,2,0,0,14,5,2024-02-27,NA,NA
GA-08,GA3190005,TOOMSBORO,GA,597,200,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),35,28,3,0,64,7,2024-02-20,NA,NA
GA-08,GA0650004,DUPONT WATER SYSTEM,GA,120,29,GW,L,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),20,8,0,0,50,5,2023-06-08,NA,NA
GA-08,GA0030000,PEARSON,GA,2200,825,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),34,29,1,0,32,6,2024-03-19,31.296234,-82.8530529
GA-08,GA0030004,HERITAGE HILLS,GA,132,41,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),20,14,0,0,19,5,2025-05-15,NA,NA
GA-08,GA0030005,THE OAKS SUBDIVISION,GA,58,21,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),9,1,0,0,19,5,2025-05-15,NA,NA
GA-08,GA0030006,TRIPLE O MOBILE HOME PARK,GA,73,28,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),13,4,0,0,37,6,2025-08-06,NA,NA
GA-08,GA0690009,HILLSIDE TRAILER PARK,GA,185,70,GW,P,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),12,7,1,0,33,7,2024-09-24,NA,NA
GA-08,GA0690011,TOWN & COUNTRY TRAILER PARK,GA,203,75,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),40,29,0,0,50,6,2024-11-18,NA,NA
